,demographics_key,dissemination_area,population,median_age,total_dwellings,average_household_size,median_household_income,mother_tongue_official_percentage,mother_tongue_unofficial_percentage,census_year
349,201135020205,35020205,526,46.1,270,1.9,25728.0,100.0,0.0,2011
350,201135020206,35020206,766,45.1,340,2.2,31296.0,100.0,0.0,2011
351,201135020207,35020207,1364,34.3,430,3.2,62208.0,100.0,0.0,2011
352,201135020208,35020208,885,35.2,280,3.2,51904.0,100.0,0.0,2011
353,201135060001,35060001,445,49.9,155,2.7,53952.0,100.0,0.0,2011
354,201135060002,35060002,607,42.9,220,2.8,56000.0,100.0,0.0,2011
355,201135060003,35060003,928,46.2,285,3.0,57344.0,100.0,0.0,2011
356,201135060005,35060005,941,43.8,310,3.0,53120.0,100.0,0.0,2011
357,201135060006,35060006,980,46.5,380,2.6,52309.0,100.0,0.0,2011
358,201135060007,35060007,808,42.9,255,3.1,47872.0,99.37,0.63,2011
359,201135060010,35060010,323,40.7,100,3.1,56640.0,100.0,0.0,2011
360,201135060011,35060011,634,42.8,190,3.4,54827.0,99.21,0.79,2011
361,201135060012,35060012,589,38.2,185,3.2,52096.0,100.0,0.0,2011
362,201135060014,35060014,633,45.2,350,1.8,42197.0,99.21,0.79,2011
363,201135060015,35060015,560,41.7,215,2.6,48800.0,100.0,0.0,2011
364,201135060016,35060016,415,48.6,155,2.8,45120.0,100.0,0.0,2011
365,201135060017,35060017,511,46.4,185,2.7,41600.0,100.0,0.0,2011
366,201135060018,35060018,466,41.6,160,3.0,43520.0,98.92,1.08,2011
367,201135060019,35060019,574,40.4,200,2.9,48448.0,100.0,0.0,2011
368,201135060020,35060020,449,41.8,165,2.7,51200.0,100.0,0.0,2011
369,201135060021,35060021,640,42.2,195,3.1,51413.0,99.22,0.78,2011
370,201135060022,35060022,606,47.9,200,3.0,51712.0,100.0,0.0,2011
371,201135060023,35060023,496,34.7,170,2.9,48384.0,100.0,0.0,2011
372,201135060024,35060024,301,43.5,95,3.2,46720.0,100.0,0.0,2011
373,201135060025,35060025,913,36.3,285,3.2,52736.0,100.0,0.0,2011
374,201135060026,35060026,305,42.2,85,3.6,58176.0,100.0,0.0,2011
375,201135060027,35060027,790,34.7,265,3.0,50773.0,100.0,0.0,2011
376,201135060028,35060028,348,41.2,100,3.4,50560.0,98.55,1.45,2011
377,201135060029,35060029,1766,36.7,570,3.1,44516.0,99.43,0.57,2011
378,201135060030,35060030,326,35.6,110,3.0,52736.0,100.0,0.0,2011
379,201135060031,35060031,722,42.8,225,3.3,48064.0,99.31,0.69,2011
380,201135060032,35060032,762,32.6,290,2.6,34731.0,100.0,0.0,2011
381,201135060033,35060033,449,44.2,130,3.4,49728.0,98.89,1.11,2011
382,201135060034,35060034,434,39.9,135,3.3,43904.0,100.0,0.0,2011
383,201135060035,35060035,485,39.9,160,3.1,51968.0,100.0,0.0,2011
384,201135060036,35060036,592,41.6,180,3.2,48000.0,99.15,0.85,2011
385,201135060037,35060037,538,45.7,175,3.1,46336.0,99.07,0.93,2011
386,201135060038,35060038,425,41.1,150,2.9,50048.0,98.82,1.18,2011
387,201135060039,35060039,776,38.7,270,2.9,46528.0,99.35,0.65,2011
388,201135060043,35060043,800,45.4,270,3.0,55456.0,99.38,0.62,2011
389,201135060044,35060044,394,44.2,115,3.4,51883.0,100.0,0.0,2011
390,201135060045,35060045,620,47.5,230,2.8,39104.0,99.19,0.81,2011
391,201135060048,35060048,384,39.7,130,3.0,46208.0,98.7,1.3,2011
392,201135060049,35060049,430,39.1,160,2.7,43968.0,100.0,0.0,2011
393,201135060050,35060050,310,47.0,110,3.0,40448.0,98.39,1.61,2011
394,201135060051,35060051,713,42.4,250,2.9,40000.0,99.3,0.7,2011
395,201135060052,35060052,506,57.6,335,1.5,37152.0,99.01,0.99,2011
396,201135060053,35060053,774,40.5,270,2.9,45867.0,99.35,0.65,2011
397,201135060054,35060054,597,50.3,230,2.6,42944.0,99.15,0.85,2011
398,201135060055,35060055,453,53.6,180,2.5,43776.0,98.9,1.1,2011
399,201135060056,35060056,331,48.8,130,2.4,43221.0,98.48,1.52,2011
400,201135060057,35060057,626,41.4,220,2.8,52032.0,100.0,0.0,2011
401,201135060058,35060058,378,42.0,130,2.9,50560.0,100.0,0.0,2011
402,201135060059,35060059,554,41.9,190,3.0,46848.0,100.0,0.0,2011
403,201135060061,35060061,489,46.2,175,2.8,47232.0,100.0,0.0,2011
404,201135060062,35060062,596,36.0,220,2.7,45440.0,100.0,0.0,2011
405,201135060064,35060064,441,38.1,180,2.4,40320.0,98.86,1.14,2011
406,201135060065,35060065,342,38.1,120,2.9,51584.0,100.0,0.0,2011
407,201135060066,35060066,329,41.7,100,3.3,49664.0,98.46,1.54,2011
408,201135060067,35060067,271,45.7,85,3.2,50645.0,100.0,0.0,2011
409,201135060069,35060069,713,42.2,255,2.8,51776.0,99.3,0.7,2011
410,201135060070,35060070,724,45.3,250,2.8,51584.0,99.31,0.69,2011
411,201135060071,35060071,684,38.3,240,2.9,43776.0,99.27,0.73,2011
412,201135060072,35060072,327,41.2,110,3.0,42048.0,100.0,0.0,2011
413,201135060073,35060073,323,51.6,120,2.7,56192.0,100.0,0.0,2011
414,201135060074,35060074,507,44.8,180,2.7,42496.0,100.0,0.0,2011
415,201135060075,35060075,709,36.6,260,2.7,44245.0,99.3,0.7,2011
416,201135060076,35060076,428,32.6,150,2.8,36096.0,100.0,0.0,2011
417,201135060078,35060078,490,42.7,155,3.2,46208.0,100.0,0.0,2011
418,201135060079,35060079,486,31.1,170,2.9,33024.0,100.0,0.0,2011
419,201135060080,35060080,436,43.6,145,3.0,47104.0,98.84,1.16,2011
420,201135060081,35060081,469,40.9,230,2.1,44192.0,98.94,1.06,2011
421,201135060082,35060082,586,40.2,255,2.3,46123.0,100.0,0.0,2011
422,201135060083,35060083,1040,39.2,425,2.5,43840.0,99.04,0.96,2011
423,201135060089,35060089,531,51.8,190,2.5,45632.0,100.0,0.0,2011
424,201135060090,35060090,510,42.7,160,3.3,53120.0,99.02,0.98,2011
425,201135060091,35060091,382,46.0,120,3.2,61312.0,100.0,0.0,2011
426,201135060092,35060092,609,45.8,195,3.0,54560.0,98.36,1.64,2011
427,201135060093,35060093,460,38.2,145,3.2,61056.0,100.0,0.0,2011
428,201135060094,35060094,603,44.6,205,2.9,59584.0,100.0,0.0,2011
429,201135060095,35060095,645,43.8,225,2.9,60800.0,100.0,0.0,2011
430,201135060096,35060096,800,46.4,265,3.1,61888.0,98.75,1.25,2011
431,201135060097,35060097,1491,36.3,490,3.0,42837.0,99.33,0.67,2011
432,201135060098,35060098,410,48.2,130,3.2,67776.0,98.78,1.22,2011
433,201135060099,35060099,368,46.5,125,3.0,56875.0,100.0,0.0,2011
434,201135060100,35060100,320,41.0,105,3.0,51200.0,100.0,0.0,2011
435,201135060101,35060101,374,48.0,135,2.6,50816.0,100.0,0.0,2011
436,201135060102,35060102,657,39.7,245,2.7,46720.0,100.0,0.0,2011
437,201135060103,35060103,397,47.9,145,2.7,54720.0,100.0,0.0,2011
438,201135060104,35060104,603,45.6,210,2.8,56192.0,99.17,0.83,2011
439,201135060105,35060105,845,44.0,310,2.7,46208.0,99.41,0.59,2011
440,201135060106,35060106,463,41.7,160,3.0,51712.0,98.91,1.09,2011
441,201135060107,35060107,1086,40.0,460,2.4,46336.0,100.0,0.0,2011
442,201135060108,35060108,487,42.4,180,2.6,43456.0,98.96,1.04,2011
443,201135060109,35060109,568,42.4,200,2.8,41472.0,100.0,0.0,2011
444,201135060110,35060110,571,44.3,195,2.9,49280.0,100.0,0.0,2011
445,201135060111,35060111,792,43.7,275,2.9,44416.0,99.37,0.63,2011
446,201135060112,35060112,1567,42.1,555,2.8,48192.0,99.68,0.32,2011
447,201135060116,35060116,279,40.6,120,2.3,40896.0,100.0,0.0,2011
448,201135060117,35060117,507,40.6,180,2.8,38016.0,100.0,0.0,2011
449,201135060118,35060118,467,40.1,240,2.0,40320.0,98.92,1.08,2011
450,201135060119,35060119,916,37.8,380,2.4,44971.0,100.0,0.0,2011
451,201135060120,35060120,406,37.2,150,2.7,44416.0,100.0,0.0,2011
452,201135060121,35060121,782,46.5,290,2.7,52096.0,100.0,0.0,2011
453,201135060122,35060122,563,45.5,230,2.5,49280.0,100.0,0.0,2011
454,201135060123,35060123,360,50.5,245,1.5,38528.0,100.0,0.0,2011
455,201135060124,35060124,357,52.7,135,2.6,55296.0,100.0,0.0,2011
456,201135060125,35060125,431,47.1,165,2.6,40021.0,98.85,1.15,2011
457,201135060126,35060126,1327,47.9,530,2.3,36352.0,100.0,0.0,2011
458,201135060127,35060127,628,44.4,230,2.7,48928.0,100.0,0.0,2011
459,201135060128,35060128,426,52.9,120,2.6,39552.0,100.0,0.0,2011
460,201135060129,35060129,1095,43.7,375,2.9,52053.0,99.54,0.46,2011
461,201135060132,35060132,968,46.6,340,2.9,56576.0,100.0,0.0,2011
462,201135060133,35060133,875,46.5,295,2.9,64128.0,99.43,0.57,2011
463,201135060134,35060134,474,55.1,135,2.4,41024.0,100.0,0.0,2011
464,201135060135,35060135,622,56.1,275,2.2,42112.0,99.17,0.83,2011
465,201135060138,35060138,500,50.2,190,2.6,57984.0,100.0,0.0,2011
466,201135060139,35060139,345,52.5,145,2.4,50048.0,100.0,0.0,2011
467,201135060140,35060140,874,41.0,345,2.6,31829.0,98.29,1.71,2011
468,201135060141,35060141,510,49.0,190,2.7,57472.0,99.02,0.98,2011
469,201135060143,35060143,497,49.3,175,2.7,67840.0,98.98,1.02,2011
470,201135060144,35060144,474,49.6,175,2.6,66219.0,100.0,0.0,2011
471,201135060145,35060145,657,48.6,230,2.8,78592.0,100.0,0.0,2011
472,201135060146,35060146,590,49.4,200,2.9,72960.0,99.15,0.85,2011
473,201135060148,35060148,448,46.8,185,2.5,49920.0,100.0,0.0,2011
474,201135060149,35060149,994,36.4,435,2.3,42240.0,98.48,1.52,2011
475,201135060150,35060150,413,65.1,265,1.6,39744.0,98.8,1.2,2011
476,201135060151,35060151,665,43.7,255,2.6,38272.0,99.25,0.75,2011
477,201135060152,35060152,357,34.9,110,2.7,30656.0,98.39,1.61,2011
478,201135060153,35060153,937,35.7,340,2.8,30400.0,98.94,1.06,2011
479,201135060154,35060154,364,51.6,160,2.4,51840.0,100.0,0.0,2011
480,201135060155,35060155,601,49.0,230,2.6,59520.0,100.0,0.0,2011
481,201135060156,35060156,854,47.6,440,1.9,40917.0,100.0,0.0,2011
482,201135060157,35060157,1355,42.8,565,2.4,40218.0,99.26,0.74,2011
483,201135060159,35060159,358,33.9,130,2.7,24768.0,100.0,0.0,2011
484,201135060163,35060163,703,47.3,260,2.7,43936.0,98.57,1.43,2011
485,201135060164,35060164,458,45.2,185,2.5,43008.0,98.9,1.1,2011
486,201135060165,35060165,570,53.1,225,2.3,42464.0,100.0,0.0,2011
487,201135060166,35060166,511,49.6,195,2.3,50560.0,97.8,2.2,2011
488,201135060167,35060167,1235,41.6,435,2.8,46848.0,98.38,1.62,2011
489,201135060168,35060168,668,52.8,270,2.4,55616.0,99.25,0.75,2011
490,201135060170,35060170,1148,66.1,665,1.7,38144.0,99.12,0.88,2011
491,201135060171,35060171,687,35.4,240,2.9,23424.0,98.54,1.46,2011
492,201135060172,35060172,337,40.6,105,3.0,29888.0,97.01,2.99,2011
493,201135060173,35060173,445,33.9,220,2.0,25984.0,97.75,2.25,2011
494,201135060178,35060178,703,35.6,305,2.4,26720.0,96.43,3.57,2011
495,201135060179,35060179,401,35.4,135,3.0,28608.0,98.75,1.25,2011
496,201135060180,35060180,340,47.0,155,2.2,37504.0,98.53,1.47,2011
497,201135060181,35060181,275,40.2,105,2.5,36992.0,100.0,0.0,2011
498,201135060182,35060182,537,41.1,190,2.8,30677.0,98.13,1.87,2011
499,201135060183,35060183,537,62.5,350,1.6,19696.0,97.22,2.78,2011
500,201135060184,35060184,733,42.6,325,2.3,30229.0,98.64,1.36,2011
501,201135060185,35060185,448,42.0,195,2.3,26432.0,98.88,1.12,2011
502,201135060186,35060186,1033,46.2,385,2.3,29824.0,97.42,2.58,2011
503,201135060187,35060187,408,48.5,225,1.9,31680.0,98.77,1.23,2011
504,201135060188,35060188,585,50.9,345,1.7,33382.0,99.15,0.85,2011
505,201135060189,35060189,408,38.9,195,2.1,25173.0,98.77,1.23,2011
506,201135060192,35060192,451,47.5,255,1.7,23787.0,98.84,1.16,2011
507,201135060194,35060194,469,40.4,240,1.9,23765.0,100.0,0.0,2011
508,201135060195,35060195,426,38.5,230,1.9,26048.0,96.47,3.53,2011
509,201135060196,35060196,343,36.7,205,1.7,24512.0,97.06,2.94,2011
510,201135060197,35060197,1119,40.7,660,1.7,56448.0,99.55,0.45,2011
511,201135060198,35060198,428,43.4,225,1.9,28224.0,98.84,1.16,2011
512,201135060199,35060199,434,36.6,235,1.9,27456.0,100.0,0.0,2011
513,201135060200,35060200,370,38.0,195,1.8,36736.0,100.0,0.0,2011
514,201135060201,35060201,428,44.8,235,1.8,39987.0,97.65,2.35,2011
515,201135060202,35060202,579,35.4,340,1.7,21536.0,100.0,0.0,2011
516,201135060205,35060205,503,43.0,245,2.1,46464.0,99.0,1.0,2011
517,201135060206,35060206,466,41.3,230,2.0,29184.0,98.94,1.06,2011
518,201135060207,35060207,489,45.5,235,2.1,42624.0,98.97,1.03,2011
519,201135060208,35060208,533,52.5,330,1.6,32896.0,99.04,0.96,2011
520,201135060209,35060209,664,46.7,375,1.8,25792.0,98.5,1.5,2011
521,201135060210,35060210,461,42.7,250,1.9,28384.0,98.9,1.1,2011
522,201135060211,35060211,496,44.1,165,3.0,77568.0,100.0,0.0,2011
523,201135060213,35060213,413,42.8,150,2.9,76032.0,100.0,0.0,2011
524,201135060219,35060219,768,47.1,375,2.1,60646.0,100.0,0.0,2011
525,201135060221,35060221,603,43.4,265,2.3,82560.0,100.0,0.0,2011
526,201135060222,35060222,461,46.6,155,3.0,76288.0,100.0,0.0,2011
527,201135060223,35060223,512,47.2,160,3.2,89651.0,100.0,0.0,2011
528,201135060224,35060224,484,43.3,185,2.7,68736.0,100.0,0.0,2011
529,201135060225,35060225,552,52.1,200,2.8,90368.0,100.0,0.0,2011
530,201135060226,35060226,412,45.1,150,2.6,66816.0,100.0,0.0,2011
531,201135060227,35060227,449,40.6,190,2.4,42368.0,98.89,1.11,2011
532,201135060228,35060228,489,35.0,190,2.6,34731.0,100.0,0.0,2011
533,201135060229,35060229,382,39.6,170,2.3,34432.0,100.0,0.0,2011
534,201135060230,35060230,440,36.1,235,1.8,68608.0,100.0,0.0,2011
535,201135060231,35060231,639,35.4,340,1.9,45760.0,98.44,1.56,2011
536,201135060232,35060232,502,40.0,270,1.9,28160.0,99.0,1.0,2011
537,201135060233,35060233,824,66.8,545,1.5,23424.0,96.97,3.03,2011
538,201135060234,35060234,1344,37.1,785,1.7,28629.0,98.51,1.49,2011
539,201135060236,35060236,1036,65.3,665,1.6,48947.0,99.52,0.48,2011
540,201135060237,35060237,663,44.8,265,2.2,31872.0,98.31,1.69,2011
541,201135060243,35060243,529,48.6,240,2.0,65088.0,99.06,0.94,2011
542,201135060246,35060246,716,30.5,330,2.2,16864.0,98.6,1.4,2011
543,201135060249,35060249,706,34.8,380,1.5,32064.0,100.0,0.0,2011
544,201135060251,35060251,457,33.6,285,1.5,21670.0,100.0,0.0,2011
545,201135060252,35060252,613,33.9,375,1.6,43552.0,100.0,0.0,2011
546,201135060254,35060254,557,40.8,390,1.3,54144.0,99.07,0.93,2011
547,201135060255,35060255,538,42.9,315,1.7,51840.0,100.0,0.0,2011
548,201135060264,35060264,446,27.7,210,2.1,25408.0,100.0,0.0,2011
549,201135060267,35060267,478,31.1,225,2.1,36416.0,100.0,0.0,2011
550,201135060280,35060280,479,42.4,185,2.5,65280.0,100.0,0.0,2011
551,201135060282,35060282,475,40.9,175,2.7,68864.0,98.95,1.05,2011
552,201135060283,35060283,462,45.0,160,2.9,70912.0,100.0,0.0,2011
553,201135060285,35060285,461,40.7,165,2.8,70400.0,98.91,1.09,2011
554,201135060286,35060286,596,42.9,280,2.1,37888.0,99.17,0.83,2011
555,201135060287,35060287,507,40.7,210,2.5,60928.0,100.0,0.0,2011
556,201135060288,35060288,464,40.7,190,2.4,66048.0,100.0,0.0,2011
557,201135060289,35060289,636,42.2,205,2.5,50560.0,100.0,0.0,2011
558,201135060290,35060290,435,35.8,170,2.5,63488.0,100.0,0.0,2011
559,201135060291,35060291,626,40.3,205,3.0,70144.0,100.0,0.0,2011
560,201135060292,35060292,598,36.4,220,2.7,59904.0,100.0,0.0,2011
561,201135060293,35060293,651,38.7,275,2.4,53440.0,98.46,1.54,2011
562,201135060294,35060294,582,40.6,220,2.7,57472.0,99.15,0.85,2011
563,201135060295,35060295,441,51.3,180,2.4,77696.0,98.86,1.14,2011
564,201135060296,35060296,447,39.8,175,2.6,65152.0,100.0,0.0,2011
565,201135060297,35060297,535,34.1,300,1.8,38997.0,99.07,0.93,2011
566,201135060298,35060298,473,41.3,170,2.7,68608.0,100.0,0.0,2011
567,201135060300,35060300,529,45.6,210,2.4,72576.0,100.0,0.0,2011
568,201135060301,35060301,459,35.8,200,2.3,58944.0,100.0,0.0,2011
569,201135060305,35060305,412,35.1,195,2.1,66633.0,98.8,1.2,2011
570,201135060306,35060306,573,37.8,275,2.1,61248.0,100.0,0.0,2011
571,201135060307,35060307,618,44.5,385,1.6,56640.0,100.0,0.0,2011
572,201135060308,35060308,375,51.9,165,2.3,79872.0,100.0,0.0,2011
573,201135060310,35060310,512,34.8,225,2.3,56661.0,100.0,0.0,2011
574,201135060312,35060312,573,38.6,210,2.7,72512.0,100.0,0.0,2011
575,201135060313,35060313,523,31.7,280,1.8,31712.0,97.12,2.88,2011
576,201135060314,35060314,579,31.6,295,1.9,39040.0,99.14,0.86,2011
577,201135060315,35060315,441,37.2,260,1.6,33280.0,92.05,7.95,2011
578,201135060324,35060324,536,42.2,280,1.9,57216.0,100.0,0.0,2011
579,201135060325,35060325,449,31.5,350,1.3,43392.0,98.89,1.11,2011
580,201135060327,35060327,624,44.9,225,2.1,61440.0,100.0,0.0,2011
581,201135060329,35060329,568,47.4,325,1.8,62336.0,100.0,0.0,2011
582,201135060330,35060330,609,41.0,360,1.6,58176.0,99.15,0.85,2011
583,201135060331,35060331,474,33.0,355,1.3,42528.0,100.0,0.0,2011
584,201135060332,35060332,333,32.1,235,1.4,42688.0,100.0,0.0,2011
585,201135060333,35060333,453,59.2,325,1.4,46720.0,100.0,0.0,2011
586,201135060334,35060334,873,34.5,665,1.3,48597.0,100.0,0.0,2011
587,201135060336,35060336,518,34.1,365,1.4,25664.0,99.04,0.96,2011
588,201135060337,35060337,487,32.8,375,1.3,35669.0,98.98,1.02,2011
589,201135060338,35060338,662,32.1,465,1.4,56832.0,99.24,0.76,2011
590,201135060339,35060339,525,35.2,275,1.5,42976.0,100.0,0.0,2011
591,201135060343,35060343,590,43.0,450,1.3,17056.0,96.58,3.42,2011
592,201135060345,35060345,566,32.4,270,1.9,43840.0,98.17,1.83,2011
593,201135060346,35060346,436,34.2,210,1.8,32896.0,97.62,2.38,2011
594,201135060347,35060347,381,32.9,200,1.8,33510.0,97.4,2.6,2011
595,201135060348,35060348,432,31.4,205,2.1,26304.0,89.66,10.34,2011
596,201135060353,35060353,548,33.0,255,2.1,26848.0,98.15,1.85,2011
597,201135060354,35060354,477,46.4,280,1.7,48896.0,97.92,2.08,2011
598,201135060360,35060360,705,29.1,375,1.9,34944.0,92.2,7.8,2011
599,201135060361,35060361,651,37.4,385,1.4,19648.0,98.44,1.56,2011
600,201135060364,35060364,440,29.2,275,1.6,24640.0,98.86,1.14,2011
601,201135060366,35060366,628,38.1,245,2.6,64469.0,99.2,0.8,2011
602,201135060367,35060367,584,32.3,300,1.9,32384.0,98.29,1.71,2011
603,201135060368,35060368,509,31.5,265,1.9,31424.0,98.04,1.96,2011
604,201135060371,35060371,441,39.4,215,2.0,42176.0,98.86,1.14,2011
605,201135060373,35060373,471,41.0,190,2.5,63360.0,98.94,1.06,2011
606,201135060375,35060375,400,59.7,195,2.1,73856.0,98.75,1.25,2011
607,201135060379,35060379,551,38.9,215,2.6,68480.0,100.0,0.0,2011
608,201135060380,35060380,564,36.8,255,2.2,51840.0,99.11,0.89,2011
609,201135060381,35060381,550,46.9,190,2.0,48768.0,98.78,1.22,2011
610,201135060382,35060382,521,39.4,330,1.6,29536.0,99.05,0.95,2011
611,201135060383,35060383,745,43.3,535,1.4,61632.0,99.33,0.67,2011
612,201135060384,35060384,535,38.2,285,1.8,36224.0,98.13,1.87,2011
613,201135060385,35060385,484,42.0,295,1.6,52096.0,98.97,1.03,2011
614,201135060386,35060386,479,35.4,265,1.8,27712.0,98.96,1.04,2011
615,201135060387,35060387,494,34.5,225,1.7,34176.0,98.73,1.27,2011
616,201135060388,35060388,286,54.3,210,1.4,56768.0,100.0,0.0,2011
617,201135060389,35060389,462,40.8,355,1.3,33920.0,95.7,4.3,2011
618,201135060390,35060390,482,36.3,270,1.8,37845.0,98.96,1.04,2011
619,201135060391,35060391,554,60.1,360,1.4,19136.0,90.09,9.91,2011
620,201135060392,35060392,586,37.5,335,1.7,42453.0,99.12,0.88,2011
621,201135060393,35060393,678,33.4,340,1.9,47104.0,99.25,0.75,2011
622,201135060394,35060394,450,31.0,255,1.8,32064.0,98.89,1.11,2011
623,201135060395,35060395,481,35.8,270,1.8,39381.0,98.96,1.04,2011
624,201135060396,35060396,550,33.7,260,2.1,32576.0,97.27,2.73,2011
625,201135060397,35060397,444,38.2,240,1.9,38784.0,98.88,1.12,2011
626,201135060399,35060399,373,35.7,250,1.5,65152.0,98.65,1.35,2011
627,201135060401,35060401,590,32.3,440,1.3,41024.0,98.31,1.69,2011
628,201135060402,35060402,541,39.7,355,1.5,54656.0,99.08,0.92,2011
629,201135060403,35060403,629,52.0,405,1.6,55936.0,99.21,0.79,2011
630,201135060404,35060404,548,41.6,375,1.5,34859.0,97.27,2.73,2011
631,201135060405,35060405,568,34.4,335,1.7,42368.0,98.21,1.79,2011
632,201135060406,35060406,842,33.7,555,1.5,45995.0,98.21,1.79,2011
633,201135060407,35060407,294,60.2,180,1.6,55872.0,100.0,0.0,2011
634,201135060408,35060408,607,43.0,400,1.5,57088.0,100.0,0.0,2011
635,201135060412,35060412,646,42.3,275,2.3,58496.0,99.22,0.78,2011
636,201135060413,35060413,692,46.1,270,2.5,73216.0,100.0,0.0,2011
637,201135060417,35060417,886,51.6,540,1.6,24224.0,96.05,3.95,2011
638,201135060419,35060419,249,37.1,110,2.3,46976.0,100.0,0.0,2011
639,201135060434,35060434,429,44.6,145,3.0,74411.0,98.84,1.16,2011
640,201135060435,35060435,541,41.6,175,3.1,78507.0,100.0,0.0,2011
641,201135060436,35060436,415,46.1,140,2.9,78400.0,100.0,0.0,2011
642,201135060437,35060437,496,43.8,155,3.2,66304.0,100.0,0.0,2011
643,201135060438,35060438,698,41.8,250,2.8,54528.0,100.0,0.0,2011
644,201135060439,35060439,498,46.0,190,2.7,60032.0,99.0,1.0,2011
645,201135060440,35060440,449,45.8,180,2.5,44480.0,98.88,1.12,2011
646,201135060443,35060443,372,49.1,150,2.5,53120.0,100.0,0.0,2011
647,201135060444,35060444,472,46.3,185,2.4,44544.0,95.65,4.35,2011
648,201135060445,35060445,449,47.3,180,2.4,52864.0,98.88,1.12,2011
649,201135060446,35060446,474,45.7,185,2.6,50880.0,100.0,0.0,2011
650,201135060447,35060447,546,38.1,205,2.7,43563.0,99.08,0.92,2011
651,201135060448,35060448,621,43.8,245,2.6,56469.0,99.19,0.81,2011
652,201135060449,35060449,499,45.4,200,2.5,44480.0,100.0,0.0,2011
653,201135060450,35060450,470,41.2,195,2.4,46592.0,98.94,1.06,2011
654,201135060451,35060451,372,45.8,155,2.4,44160.0,100.0,0.0,2011
655,201135060452,35060452,575,40.0,215,2.7,30912.0,98.25,1.75,2011
656,201135060455,35060455,452,46.0,175,2.6,38848.0,98.89,1.11,2011
657,201135060456,35060456,340,44.4,135,2.6,35328.0,100.0,0.0,2011
658,201135060457,35060457,401,40.7,150,2.8,41344.0,100.0,0.0,2011
659,201135060458,35060458,409,46.6,150,2.7,35968.0,98.78,1.22,2011
660,201135060459,35060459,412,45.8,170,2.4,35456.0,98.78,1.22,2011
661,201135060460,35060460,599,47.8,240,2.5,33920.0,97.48,2.52,2011
662,201135060461,35060461,412,40.3,165,2.5,33707.0,97.56,2.44,2011
663,201135060462,35060462,529,43.2,205,2.6,35616.0,97.17,2.83,2011
664,201135060463,35060463,421,46.6,165,2.5,36480.0,98.82,1.18,2011
665,201135060464,35060464,562,43.3,205,2.7,41856.0,99.11,0.89,2011
666,201135060465,35060465,391,48.1,160,2.4,40064.0,97.47,2.53,2011
667,201135060466,35060466,322,51.7,130,2.4,47915.0,100.0,0.0,2011
668,201135060467,35060467,735,59.7,210,2.6,45867.0,99.09,0.91,2011
669,201135060468,35060468,725,27.4,265,2.7,24416.0,100.0,0.0,2011
670,201135060469,35060469,726,24.8,410,1.8,16704.0,99.32,0.68,2011
671,201135060471,35060471,637,45.9,255,2.5,55936.0,98.44,1.56,2011
672,201135060474,35060474,491,45.8,205,2.4,48896.0,98.98,1.02,2011
673,201135060475,35060475,442,45.4,175,2.5,34688.0,96.63,3.37,2011
674,201135060476,35060476,513,27.8,285,1.8,21568.0,99.03,0.97,2011
675,201135060479,35060479,745,31.6,260,2.9,28032.0,97.99,2.01,2011
676,201135060480,35060480,633,59.7,155,2.6,29632.0,100.0,0.0,2011
677,201135060481,35060481,670,43.1,265,2.5,45376.0,97.76,2.24,2011
